iter	Logloss
0	0.6099816895
1	0.529230957
2	0.4622410889
3	0.4070792236
4	0.356886261
5	0.3136937866
6	0.2770050049
7	0.2451179504
8	0.2164208527
9	0.1893990631
10	0.1677813721
11	0.1499044647
12	0.1345910034
13	0.119684082
14	0.1076895218
15	0.09717060852
16	0.08774223328
17	0.07941503906
18	0.0718813324
19	0.06521954346
20	0.059454422
21	0.0542126503
22	0.0494707489
23	0.04536257935
24	0.04196457291
25	0.03853593063
26	0.03584538269
27	0.03337653351
28	0.03114703751
29	0.02949847412
30	0.02783071136
31	0.0260532856
32	0.02454529953
33	0.02307798004
34	0.02166885757
35	0.02031861877
36	0.019318367
37	0.0181553154
38	0.01724117851
39	0.01629335022
40	0.01547302532
41	0.01473115635
42	0.01407780647
43	0.01350304127
44	0.01284446526
45	0.0123260107
46	0.01176877403
47	0.01127827358
48	0.01085729599
49	0.01045459652
50	0.01002749538
51	0.009730176926
52	0.009407339096
53	0.009097649574
54	0.0087570467
55	0.008520778656
56	0.008229488373
57	0.007955235958
58	0.007739611626
59	0.007499464512
60	0.007249763012
61	0.00703581953
62	0.006824467659
63	0.00663096714
64	0.006458461285
65	0.006284707069
66	0.006097027302
67	0.005960519791
68	0.005802354813
69	0.005660788536
70	0.005524529934
71	0.005396384716
72	0.005254834175
73	0.00513764286
74	0.00502078867
75	0.004912284851
76	0.00480509758
77	0.00470087719
78	0.004602963448
79	0.004502155304
80	0.004427717209
81	0.004339203835
82	0.004265925407
83	0.00418666172
84	0.004108210564
85	0.004026751518
86	0.003952878475
87	0.003887074471
88	0.003815097332
89	0.003750092506
90	0.003672379971
91	0.00359974885
92	0.003535809994
93	0.003472709656
94	0.003417458057
95	0.003362137794
96	0.003317604065
97	0.003263841152
98	0.003221549511
99	0.003170026302
100	0.00312134552
101	0.003077068329
102	0.003030330658
103	0.002990796089
104	0.002945453167
105	0.002902847767
106	0.002855628729
107	0.002816450596
108	0.002772887945
109	0.002740261316
110	0.002693770885
111	0.002660526276
112	0.002627837658
113	0.002589713812
114	0.002552978277
115	0.002530540466
116	0.002501555681
117	0.002471270084
118	0.002439720631
119	0.002406161308
120	0.002376422405
121	0.002340740442
122	0.002315358162
123	0.002292088747
124	0.002268306971
125	0.002237394094
126	0.002209972858
127	0.002178295612
128	0.002158111811
129	0.002148200274
130	0.002127953291
131	0.002108297348
132	0.002087335825
133	0.00206561327
134	0.002047173262
135	0.002023056507
136	0.002002431631
137	0.001986440778
138	0.001964481711
139	0.001932429671
140	0.001918103933
141	0.001895632029
142	0.001872750759
143	0.001861200571
144	0.001846234083
145	0.001829145908
146	0.001810525179
147	0.001794596195
148	0.001772917032
149	0.001760793209
150	0.001744150639
151	0.001733262777
152	0.00171938324
153	0.001706057429
154	0.001685827732
155	0.001671387434
156	0.001653167248
157	0.001644238114
158	0.001634729147
159	0.001619889021
160	0.001608620644
161	0.00160106051
162	0.001583618641
163	0.001572353721
164	0.00156261301
165	0.001550225258
166	0.001540815115
167	0.001529415965
168	0.001518238425
169	0.001505551934
170	0.001495761633
171	0.001485495448
172	0.001474696755
173	0.001461029291
174	0.001448058128
175	0.001440440297
176	0.001429940701
177	0.001423648953
178	0.001410957336
179	0.001396404266
180	0.00138620019
181	0.001369792223
182	0.001360867739
183	0.001352788925
184	0.001342061877
185	0.001328980446
186	0.001315126896
187	0.001308670759
188	0.001296885014
189	0.001288266659
190	0.001282848358
191	0.001276044488
192	0.001270387411
193	0.001263487935
194	0.001253052711
195	0.001244886637
196	0.001237484574
197	0.001231638432
198	0.00121959579
199	0.001208855629
200	0.001202824831
201	0.001195159674
202	0.001188882113
203	0.001184068918
204	0.001176272631
205	0.001169475794
206	0.001162296772
207	0.001157153487
208	0.001147727609
209	0.001139260292
210	0.001133203506
211	0.001128847837
212	0.001124652505
213	0.001113143682
214	0.001109279275
215	0.001103693962
216	0.001098234415
217	0.001094483495
218	0.001088612199
219	0.001078600168
220	0.001073866844
221	0.001069873095
222	0.001062693954
223	0.001054332256
224	0.001048714399
225	0.00104181695
226	0.001037517309
227	0.001032033324
228	0.001026786089
229	0.001022355676
230	0.001015047073
231	0.001006144643
232	0.000993652761
233	0.0009886761904
234	0.0009798281789
235	0.000973697722
236	0.0009704172015
237	0.0009648013711
238	0.0009575536251
239	0.0009504618645
240	0.0009453072548
241	0.0009413014054
242	0.0009360461831
243	0.0009318944216
244	0.0009284548759
245	0.0009230599403
246	0.0009157928228
247	0.0009122828841
248	0.0009085644484
249	0.0009054144025
250	0.0009018603563
251	0.0008952276707
252	0.0008870360255
253	0.0008817337155
254	0.0008777609468
255	0.000873346746
256	0.0008686324954
257	0.0008649820685
258	0.0008618986011
259	0.0008581846356
260	0.0008559556007
261	0.0008511984348
262	0.0008484816551
263	0.000844907701
264	0.0008397067785
265	0.0008343555927
266	0.0008308215737
267	0.0008281577826
268	0.0008249943256
269	0.0008226243258
270	0.000818066597
271	0.000812019527
272	0.0008084043264
273	0.0008067623377
274	0.0008043948412
275	0.0008014424443
276	0.0007966707349
277	0.000792609036
278	0.0007910395861
279	0.0007880550623
280	0.0007834732533
281	0.0007807917595
282	0.0007791553736
283	0.0007750983834
284	0.0007703372836
285	0.0007674909234
286	0.0007659977078
287	0.0007621626258
288	0.0007597631812
289	0.0007567811012
290	0.000754257977
291	0.0007510977387
292	0.0007486609221
293	0.000745529294
294	0.000740593791
295	0.0007353270054
296	0.0007321882248
297	0.0007290572524
298	0.000726355195
299	0.0007226666808
300	0.0007177960873
301	0.0007156202793
302	0.0007124482393
303	0.0007086805105
304	0.0007052785158
305	0.0007035104036
306	0.0007006807923
307	0.0006984110475
308	0.0006960086226
309	0.000692705512
310	0.0006886993647
311	0.0006864378452
312	0.0006836269498
313	0.0006804358959
314	0.0006781315804
315	0.0006767043471
316	0.0006743693352
317	0.0006730136871
318	0.0006716524959
319	0.0006686131954
320	0.0006619955301
321	0.0006605837345
322	0.0006578427553
323	0.0006568281651
324	0.0006540401578
325	0.0006525706053
326	0.0006512215137
327	0.0006498080492
328	0.0006448786855
329	0.0006411113143
330	0.0006380509138
331	0.0006355605125
332	0.0006332399845
333	0.00063121593
334	0.0006281836033
335	0.0006274219751
336	0.0006230059862
337	0.0006201649904
338	0.0006175424457
339	0.0006153656244
340	0.0006141138673
341	0.0006123788357
342	0.0006102756262
343	0.0006082074642
344	0.000606085062
345	0.0006036067009
346	0.0006013847589
347	0.0005982227325
348	0.0005969277024
349	0.000595957756
350	0.0005937632322
351	0.0005916956663
352	0.0005905846953
353	0.0005879565477
354	0.000586794734
355	0.0005850981474
356	0.0005839774013
357	0.0005815249085
358	0.0005786839724
359	0.0005766137838
360	0.0005742530823
361	0.0005726213455
362	0.0005708070993
363	0.0005689749122
364	0.0005674507618
365	0.0005660657287
366	0.0005632966161
367	0.0005619757175
368	0.0005599042177
369	0.0005584010482
370	0.000553873539
371	0.0005522077084
372	0.0005508801341
373	0.0005491216183
374	0.0005478186607
375	0.0005442880392
376	0.0005424124002
377	0.000541618526
378	0.0005407868624
379	0.0005390847921
380	0.0005382189155
381	0.0005371160507
382	0.0005353728533
383	0.0005337686539
384	0.0005309765935
385	0.0005295130014
386	0.0005283398628
387	0.0005271908045
388	0.0005233491659
389	0.0005210093856
390	0.0005180719495
391	0.000516559124
392	0.0005152145624
393	0.0005139064789
394	0.0005118982196
395	0.0005106130838
396	0.0005082637072
397	0.0005074129105
398	0.0005057262182
399	0.0005044186115
400	0.0005031615496
401	0.000502006948
402	0.0005007742643
403	0.0004995661676
404	0.0004974118173
405	0.0004961563647
406	0.0004949697852
407	0.0004940160811
408	0.0004918932617
409	0.0004908663034
410	0.0004897401035
411	0.0004882671535
412	0.0004867013395
413	0.0004857825637
414	0.0004857832789
415	0.000483599484
416	0.000482542783
417	0.0004813430905
418	0.0004804774225
419	0.0004795283675
420	0.0004788846076
421	0.0004782842994
422	0.0004774399102
423	0.0004764321446
424	0.0004754523039
425	0.0004735843241
426	0.0004721947014
427	0.0004710049331
428	0.0004695929289
429	0.0004675028324
430	0.0004663091898
431	0.0004658393264
432	0.0004644123912
433	0.0004629522562
434	0.0004615722895
435	0.0004615683854
436	0.0004606237113
437	0.0004591163993
438	0.0004571742415
439	0.0004558676481
440	0.0004549306333
441	0.0004530571103
442	0.0004522003829
443	0.0004509525895
444	0.0004499509633
445	0.0004488604963
446	0.0004470459819
447	0.0004462055266
448	0.0004447323084
449	0.00044446069
450	0.0004433453083
451	0.0004425154328
452	0.0004412282705
453	0.0004395271242
454	0.0004373096824
455	0.0004367921352
456	0.0004358355403
457	0.0004345239699
458	0.000433319211
459	0.0004320867062
460	0.0004320819378
461	0.0004310033321
462	0.0004302258492
463	0.0004294521511
464	0.000429449141
465	0.0004287019372
466	0.0004279230237
467	0.0004268479943
468	0.000425295651
469	0.0004248501062
470	0.000423746556
471	0.0004228866994
472	0.0004217824936
473	0.0004204908013
474	0.0004198042452
475	0.0004175574481
476	0.000417111814
477	0.0004156710505
478	0.0004146209359
479	0.0004139144719
480	0.0004131976664
481	0.000411996007
482	0.0004108504057
483	0.0004097595811
484	0.0004097598791
485	0.0004086205363
486	0.0004082100391
487	0.00040716362
488	0.0004056732059
489	0.0004046487808
490	0.0004046475887
491	0.0004046447277
492	0.0004036445022
493	0.0004028857946
494	0.0004010665715
495	0.0003993366659
496	0.0003984384537
497	0.0003973752856
498	0.0003960090876
499	0.0003951200843
500	0.0003942247629
501	0.0003935770988
502	0.0003925684094
503	0.0003919315934
504	0.0003919278979
505	0.0003919283152
506	0.0003906107247
507	0.0003892984986
508	0.0003880563974
509	0.0003880625963
510	0.0003871231079
511	0.0003862873614
512	0.0003859240413
513	0.0003853140473
514	0.0003844802082
515	0.0003836054802
516	0.0003823362589
517	0.0003815392852
518	0.0003815408349
519	0.0003803281188
520	0.0003797402084
521	0.0003788241446
522	0.0003788243532
523	0.0003776695132
524	0.0003776722252
525	0.0003776686788
526	0.0003774081469
527	0.000376611352
528	0.000375418514
529	0.0003754159808
530	0.000375413239
531	0.0003754137456
532	0.00037541008
533	0.0003754077554
534	0.0003754048347
535	0.0003754037023
536	0.0003754006624
537	0.0003753972948
538	0.0003753857017
539	0.0003749065101
540	0.0003749021888
541	0.0003744208515
542	0.0003738472462
543	0.0003726786971
544	0.0003715745211
545	0.0003715707064
546	0.0003710196614
547	0.0003704664111
548	0.0003694792688
549	0.0003686574101
550	0.0003679717481
551	0.0003670130372
552	0.0003664675355
553	0.0003659363389
554	0.000365124166
555	0.000364058882
556	0.0003629700243
557	0.0003624399304
558	0.0003619222641
559	0.0003611446917
560	0.0003602954745
561	0.0003602910936
562	0.0003597459197
563	0.000359151274
564	0.0003585861027
565	0.000358207494
566	0.0003582054079
567	0.0003571147919
568	0.0003566097617
569	0.0003560212255
570	0.00035602355
571	0.0003549236655
572	0.0003544203341
573	0.0003528637588
574	0.0003523288369
575	0.0003523296416
576	0.0003522387743
577	0.0003514589071
578	0.0003511323929
579	0.0003511315882
580	0.0003511315882
581	0.0003511285782
582	0.0003511285782
583	0.0003511285782
584	0.0003509563804
585	0.0003509545326
586	0.0003508717418
587	0.0003508663177
588	0.0003508626223
589	0.0003508655727
590	0.0003508606553
591	0.0003503807485
592	0.0003501600623
593	0.0003501586318
594	0.0003501576185
595	0.0003501556218
596	0.0003501504064
597	0.0003501484692
598	0.0003501477838
599	0.0003501482606
600	0.0003501492441
601	0.000350145489
602	0.0003501421809
603	0.0003501387835
604	0.0003501397073
605	0.0003501369357
606	0.0003498713374
607	0.0003486537337
608	0.0003483357728
609	0.0003480706811
610	0.0003469567299
611	0.0003469570279
612	0.0003469533622
613	0.0003469545543
614	0.0003469522595
615	0.0003469516039
616	0.0003469489217
617	0.0003469498754
618	0.0003469519317
619	0.0003467596173
620	0.0003464639485
621	0.0003464628756
622	0.0003464548886
623	0.0003464531302
624	0.0003464504778
625	0.0003464492857
626	0.0003464375138
627	0.0003461360335
628	0.0003460813165
629	0.0003450289369
630	0.0003450288177
631	0.0003450231552
632	0.0003446351588
633	0.0003439353406
634	0.0003439416587
635	0.000343937993
636	0.0003439357877
637	0.0003439334631
638	0.0003439344764
639	0.0003439321816
640	0.0003437434435
641	0.0003437392116
642	0.0003437362313
643	0.0003430580199
644	0.0003430570364
645	0.0003428984284
646	0.000342900008
647	0.0003428992629
648	0.0003426493108
649	0.000341645956
